id,nama_rumah,lokasi,luas_tanah,jumlah_kamar,jumlah_lantai,tahun_bangun,harga,material_digunakan,material_utama
448,Rumah_448,Kabupaten Bandung Barat,193,6,1,2002,1900550143,Cat Dinding Dulux:847kg; Waterproofing Coating:3192kg; Besi Beton 19mm:210kg; Granite Tile:467m2; Batu Alam Andesit:1770m2; Genteng Beton:1111pcs,Plafon Gypsum
449,Rumah_449,Kabupaten Bekasi,227,6,2,2013,1513736026,Atap Baja Ringan:770m2; Pipa PVC Wavin 2 1/2:3807btg; Pintu Kayu Solid:893pcs,Genteng Metal
450,Rumah_450,Bandung Timur,226,5,3,2015,1270087699,Pipa PVC Wavin 3:3847btg; Pasir:2780m3; Multipleks 18mm:4440lbr; Stop Kran Kuningan:1054pcs; Kabel NYM 2x1.5:1811m; Hollow Galvanis 4x4:4771btg,Kabel NYM 2x1.5
451,Rumah_451,Kabupaten Bogor,62,6,1,2002,1387719288,Semen Mortar MU-380:3506sak; Semen:4147sak; Genteng Beton:2978pcs; Cat Dinding Nobrand:2190kg; Cat Eksterior Jotun:2120kg,Batu Alam Andesit
452,Rumah_452,Kota Banjar,274,3,3,2013,896004314,Atap Baja Ringan:2208m2; Kaca:4251m2; Triplek Meranti Campur:2424lbr; Batu Alam Andesit:3349m2; Cat Eksterior Jotun:4586kg,Pintu Kayu Solid
453,Rumah_453,Kota Sukabumi,164,3,1,2012,1027816225,Cat Eksterior Jotun:2804kg; Stop Kran Kuningan:2451pcs; Cat Dinding Dulux:405kg; Keramik Kamar Mandi:800m2; Besi Beton 19mm:1120kg,Besi Beton 13mm
454,Rumah_454,Kabupaten Kuningan,177,4,1,1995,374776695,Aluminium Kusen:321m; Multipleks 18mm:4602lbr; Saklar + Stop Kontak Panasonic:2925set; Keramik Asia Tile:2800m2; Besi Beton 16mm:4838kg,Bata Ringan Walbric
455,Rumah_455,Kota Tasikmalaya,278,5,2,2009,936618241,Besi Beton 19mm:1779kg; Batu Split:369m3; Semen:1644sak,Atap Baja Ringan
456,Rumah_456,Kabupaten Indramayu,75,6,2,2019,1564655885,Pipa PVC Wavin 3:1531btg; Besi Beton 13mm:4834kg; Cat Eksterior Jotun:4996kg; Keramik Asia Tile:296m2; Atap Baja Ringan:2067m2; Besi WF 150:3852btg,Pipa PVC Wavin 3
457,Rumah_457,Kota Cimahi,122,4,2,2005,821058763,Besi Beton 19mm:807kg; Kabel NYY 4x10:337m; Cat Dinding Dulux:1954kg; Pipa PVC Wavin 2 1/2:3354btg; Genteng Beton:3139pcs,Cat Dinding Dulux
458,Rumah_458,Kabupaten Karawang,329,4,3,1995,1573073118,Keramik Asia Tile:4905m2; Stop Kran Kuningan:281pcs; Genteng Beton:3488pcs; Cat Eksterior Jotun:1226kg,Semen
459,Rumah_459,Kota Bandung,85,1,1,2022,330888682,Atap Baja Ringan:1934m2; Stop Kran Kuningan:4152pcs; Cat Eksterior Jotun:709kg; Semen:3048sak; Besi Beton 19mm:697kg; Genteng Beton:215pcs,Besi WF 150
460,Rumah_460,Kota Depok,128,1,1,2008,1202082411,Besi WF 150:2283btg; Semen Mortar MU-380:2597sak; Keramik 60x60 Polished:1441m2; Kawat Bendrat:829kg; Cat Dinding Nobrand:4732kg; Atap Baja Ringan:2992m2,Batu Split
461,Rumah_461,Kabupaten Pangandaran,204,2,1,2018,1933159189,Besi Beton 19mm:2283kg; Hollow Galvanis 4x4:774btg; Kawat Bendrat:2919kg,Plafon GRC
462,Rumah_462,Kabupaten Sukabumi,209,3,3,2018,1902369182,Atap Baja Ringan:3680m2; Cat Dinding Nobrand:2115kg; Plafon Gypsum:3837m2; Pintu Kayu Solid:1175pcs; Aluminium Kusen:439m,Genteng Beton
463,Rumah_463,Kabupaten Majalengka,348,2,3,2008,1579966259,Kaca:3013m2; Keramik Asia Tile:2028m2; Kabel NYY 4x10:3925m; Besi Beton 16mm:1695kg; Genteng Metal:4478m2,Stop Kran Kuningan
464,Rumah_464,Kabupaten Tasikmalaya,255,5,3,2014,308346384,Pipa PPR 1/2 inci:2561btg; Cat Eksterior Jotun:3665kg; Hollow Galvanis 4x4:326btg; Pipa PVC Wavin 2 1/2:2759btg; Kabel NYM 2x1.5:4097m,Saklar + Stop Kontak Panasonic
465,Rumah_465,Kota Cirebon,256,5,3,2003,1051760288,Pipa PVC Wavin 3:4989btg; Saklar + Stop Kontak Panasonic:3599set; Cat Eksterior Jotun:1596kg; Genteng Metal:4271m2,Aluminium Kusen
466,Rumah_466,Kabupaten Sumedang,49,3,1,2003,635591503,Keramik Kamar Mandi:3819m2; Bata Ringan JUMA:2268pcs; Waterproofing Coating:2000kg; Kaca:3453m2; Pintu Kayu Solid:4508pcs,Kawat Bendrat
467,Rumah_467,Kabupaten Purwakarta,205,4,2,2014,314742045,Keramik Kamar Mandi:2706m2; Besi Beton 13mm:216kg; Besi Beton 16mm:3016kg; Batu Split:574m3; Semen Mortar MU-380:1679sak,Besi Beton 19mm
468,Rumah_468,Kabupaten Bandung,250,6,3,2015,407751287,Besi WF 150:4626btg; Kawat Bendrat:4195kg; Cat Dinding Dulux:232kg; Cat Eksterior Jotun:721kg,Batu Bata Merah
469,Rumah_469,Kota Bekasi,134,1,2,2013,1845174464,Keramik Asia Tile:2197m2; Kabel NYM 2x1.5:820m; Granite Tile:3691m2,Pipa PVC Wavin 2 1/2
470,Rumah_470,Bandung Barat,270,1,3,2019,1525728188,Pipa PVC Wavin 2 1/2:3413btg; Pasir:4280m3; Kaca:3222m2; Saklar + Stop Kontak Panasonic:1714set; Stop Kran Kuningan:269pcs; Besi Beton 13mm:280kg,Kaca
471,Rumah_471,Kota Bogor,169,5,1,2023,970438815,Pipa PVC Wavin 2 1/2:1047btg; Pipa PVC Wavin 3:518btg; Pasir:673m3; Batu Split:1360m3,Pasir
472,Rumah_472,Kabupaten Ciamis,283,2,1,1996,1894796582,Atap Baja Ringan:418m2; Pintu Kayu Solid:244pcs; Kabel NYY 4x10:3381m; Keramik 60x60 Polished:141m2,Triplek Meranti Campur
473,Rumah_473,Kabupaten Cianjur,318,4,2,2013,1766290612,Multipleks 18mm:2038lbr; Batu Bata Merah:3549pcs; Keramik 60x60 Polished:3431m2,Semen Mortar MU-380
474,Rumah_474,Kabupaten Cirebon,48,5,2,1999,1771788069,Genteng Metal:2389m2; Kabel NYY 4x10:2203m; Genteng Beton:3811pcs,Keramik Kamar Mandi
475,Rumah_475,Kabupaten Garut,270,2,2,2016,1106011045,Waterproofing Coating:3129kg; Keramik Asia Tile:4880m2; Plafon GRC:1661m2,Cat Eksterior Jotun
476,Rumah_476,Kabupaten Subang,152,5,2,2022,559645790,Cat Dinding Dulux:3360kg; Keramik 60x60 Polished:1207m2; Pipa PVC Wavin 3:4867btg,Pipa PPR 1/2 inci
477,Rumah_477,Kabupaten Bandung Barat,218,6,2,2012,1389958229,Cat Eksterior Jotun:4716kg; Cat Dinding Dulux:1893kg; Pipa PPR 1/2 inci:629btg; Pintu Kayu Solid:295pcs; Triplek Meranti Campur:501lbr; Saklar + Stop Kontak Panasonic:3556set,Kabel NYY 4x10
478,Rumah_478,Kabupaten Bekasi,323,3,1,1998,404405231,Keramik Asia Tile:4647m2; Besi Beton 19mm:3327kg; Cat Dinding Dulux:4591kg; Stop Kran Kuningan:2648pcs,Multipleks 18mm
479,Rumah_479,Bandung Timur,308,2,2,2017,1563682763,Besi WF 150:314btg; Waterproofing Coating:3661kg; Granite Tile:2984m2,Waterproofing Coating
480,Rumah_480,Kabupaten Bogor,267,4,2,2012,266453133,Granite Tile:3469m2; Kabel NYY 4x10:1907m; Cat Eksterior Jotun:184kg,Besi Beton 16mm
481,Rumah_481,Kota Banjar,113,2,2,2008,1119624045,Cat Eksterior Jotun:770kg; Pipa PVC Wavin 2 1/2:2949btg; Granite Tile:1319m2,Bata Ringan JUMA
482,Rumah_482,Kota Sukabumi,151,3,1,2016,443036653,Plafon GRC:1887m2; Kayu:3256kg; Kaca:3638m2,Kayu
483,Rumah_483,Kabupaten Kuningan,206,2,2,2016,288759356,Kawat Bendrat:2570kg; Batu Split:1471m3; Kayu:4034kg; Plafon Gypsum:4876m2,Keramik Asia Tile
484,Rumah_484,Kota Tasikmalaya,71,6,1,1996,1136161975,Saklar + Stop Kontak Panasonic:107set; Keramik Kamar Mandi:3928m2; Besi Beton 13mm:89kg; Bata Ringan Walbric:1892pcs,Cat Dinding Nobrand
485,Rumah_485,Kabupaten Indramayu,65,5,3,2003,806800694,Aluminium Kusen:764m; Multipleks 18mm:1842lbr; Batu Bata Merah:3296pcs; Kawat Bendrat:4183kg; Pipa PVC Wavin 2 1/2:4834btg,Granite Tile
486,Rumah_486,Kota Cimahi,67,3,2,2005,683675777,Waterproofing Coating:736kg; Pipa PPR 1/2 inci:1470btg; Genteng Beton:2653pcs; Besi Beton 13mm:1153kg; Semen:3692sak; Cat Eksterior Jotun:4189kg,Hollow Galvanis 4x4
487,Rumah_487,Kabupaten Karawang,201,1,2,1998,740669286,Multipleks 18mm:1717lbr; Saklar + Stop Kontak Panasonic:64set; Semen Mortar MU-380:661sak; Kayu:1347kg,Keramik 60x60 Polished
488,Rumah_488,Kota Bandung,305,4,1,2011,166934578,Pipa PVC Wavin 3:4488btg; Pipa PVC Wavin 2 1/2:2457btg; Cat Dinding Nobrand:2378kg; Multipleks 18mm:3958lbr; Stop Kran Kuningan:2109pcs,Plafon Gypsum
489,Rumah_489,Kota Depok,133,1,3,2005,324537659,Pipa PPR 1/2 inci:1026btg; Besi Beton 13mm:2668kg; Batu Split:399m3; Batu Bata Merah:1126pcs; Keramik Asia Tile:2590m2; Kabel NYM 2x1.5:1295m,Genteng Metal
490,Rumah_490,Kabupaten Pangandaran,341,3,3,2025,1029637887,Kayu:1493kg; Kawat Bendrat:240kg; Keramik 60x60 Polished:4017m2; Bata Ringan JUMA:1995pcs; Aluminium Kusen:2932m; Pipa PVC Wavin 3:2749btg,Kabel NYM 2x1.5
491,Rumah_491,Kabupaten Sukabumi,317,4,2,2012,1221613417,Besi Beton 13mm:1824kg; Saklar + Stop Kontak Panasonic:86set; Hollow Galvanis 4x4:1915btg; Batu Split:3982m3,Batu Alam Andesit
492,Rumah_492,Kabupaten Majalengka,30,6,1,1995,478125514,Plafon Gypsum:179m2; Multipleks 18mm:3224lbr; Triplek Meranti Campur:2462lbr; Bata Ringan Walbric:4736pcs,Pintu Kayu Solid
493,Rumah_493,Kabupaten Tasikmalaya,239,1,1,2014,1640369036,Pasir:3356m3; Plafon Gypsum:1230m2; Kaca:3289m2; Atap Baja Ringan:1386m2,Besi Beton 13mm
494,Rumah_494,Kota Cirebon,262,3,1,2013,662476082,Besi Beton 19mm:1371kg; Hollow Galvanis 4x4:410btg; Cat Dinding Dulux:2837kg; Kawat Bendrat:3213kg,Bata Ringan Walbric
495,Rumah_495,Kabupaten Sumedang,136,1,2,2013,249033005,Saklar + Stop Kontak Panasonic:1454set; Pasir:4086m3; Kaca:4543m2; Bata Ringan Walbric:4099pcs; Cat Dinding Dulux:3884kg; Genteng Metal:3864m2,Atap Baja Ringan
496,Rumah_496,Kabupaten Purwakarta,271,5,3,2011,191978497,Besi Beton 13mm:1124kg; Pipa PPR 1/2 inci:3319btg; Triplek Meranti Campur:4164lbr,Pipa PVC Wavin 3
497,Rumah_497,Kabupaten Bandung,97,4,2,2015,604197380,Kayu:1872kg; Hollow Galvanis 4x4:3855btg; Pipa PVC Wavin 2 1/2:2384btg,Cat Dinding Dulux
498,Rumah_498,Kota Bekasi,128,3,3,2012,359804687,Genteng Metal:4861m2; Kayu:3661kg; Triplek Meranti Campur:3354lbr; Batu Split:570m3,Semen
499,Rumah_499,Bandung Barat,162,1,1,2010,1589820208,Stop Kran Kuningan:4176pcs; Kaca:970m2; Keramik Kamar Mandi:4618m2; Aluminium Kusen:986m; Keramik 60x60 Polished:3268m2,Besi WF 150
500,Rumah_500,Kota Bogor,78,4,3,2014,707005299,Bata Ringan Walbric:3060pcs; Cat Eksterior Jotun:2638kg; Batu Split:1874m3; Batu Bata Merah:1266pcs; Semen Mortar MU-380:645sak,Batu Split
501,Rumah_501,Kabupaten Ciamis,217,2,1,2020,1044787617,Genteng Beton:2370pcs; Keramik Asia Tile:2613m2; Bata Ringan Walbric:2185pcs; Kawat Bendrat:72kg,Plafon GRC
502,Rumah_502,Kabupaten Cianjur,67,5,1,2003,946924470,Saklar + Stop Kontak Panasonic:3572set; Waterproofing Coating:4242kg; Stop Kran Kuningan:2920pcs; Granite Tile:4537m2,Genteng Beton
503,Rumah_503,Kabupaten Cirebon,210,5,1,2016,1084065985,Pipa PVC Wavin 2 1/2:4811btg; Keramik Asia Tile:4756m2; Pintu Kayu Solid:1768pcs; Kayu:4304kg; Stop Kran Kuningan:886pcs; Keramik 60x60 Polished:1277m2,Stop Kran Kuningan
504,Rumah_504,Kabupaten Garut,205,1,3,2025,202134584,Multipleks 18mm:4679lbr; Waterproofing Coating:4447kg; Pipa PVC Wavin 3:3616btg; Kawat Bendrat:217kg; Pipa PPR 1/2 inci:2587btg; Semen Mortar MU-380:3726sak,Saklar + Stop Kontak Panasonic
505,Rumah_505,Kabupaten Subang,108,3,3,1995,1941788543,Batu Bata Merah:396pcs; Pintu Kayu Solid:3018pcs; Kabel NYM 2x1.5:1290m,Aluminium Kusen
506,Rumah_506,Kabupaten Bandung Barat,203,6,3,2011,1649751890,Stop Kran Kuningan:1595pcs; Aluminium Kusen:4735m; Bata Ringan Walbric:3097pcs; Atap Baja Ringan:3359m2,Kawat Bendrat
507,Rumah_507,Kabupaten Bekasi,33,5,3,2000,672612816,Plafon GRC:1449m2; Saklar + Stop Kontak Panasonic:3336set; Multipleks 18mm:2013lbr,Besi Beton 19mm
508,Rumah_508,Bandung Timur,324,2,3,2005,1616109144,Aluminium Kusen:1073m; Saklar + Stop Kontak Panasonic:1084set; Semen:2097sak; Kaca:4169m2; Keramik Kamar Mandi:333m2,Batu Bata Merah
509,Rumah_509,Kabupaten Bogor,100,3,2,2009,1261282408,Pipa PVC Wavin 3:2468btg; Granite Tile:3992m2; Bata Ringan JUMA:4893pcs; Kawat Bendrat:305kg; Besi Beton 16mm:815kg,Pipa PVC Wavin 2 1/2
510,Rumah_510,Kota Banjar,126,6,3,1999,539903760,Stop Kran Kuningan:4502pcs; Plafon GRC:1026m2; Pintu Kayu Solid:4505pcs; Hollow Galvanis 4x4:4282btg; Pipa PVC Wavin 2 1/2:3138btg; Genteng Metal:2094m2,Kaca
511,Rumah_511,Kota Sukabumi,271,1,3,2019,1698166857,Plafon Gypsum:634m2; Kabel NYY 4x10:96m; Besi Beton 19mm:3970kg; Triplek Meranti Campur:4036lbr,Pasir
512,Rumah_512,Kabupaten Kuningan,115,6,2,1997,720035169,Pintu Kayu Solid:738pcs; Pipa PVC Wavin 3:4740btg; Cat Dinding Dulux:1146kg; Kabel NYM 2x1.5:2353m; Keramik Asia Tile:4152m2; Batu Split:2466m3,Triplek Meranti Campur
513,Rumah_513,Kota Tasikmalaya,195,3,2,2003,332447675,Atap Baja Ringan:4927m2; Cat Dinding Dulux:3201kg; Batu Split:4474m3; Kaca:649m2; Multipleks 18mm:2845lbr,Semen Mortar MU-380
514,Rumah_514,Kabupaten Indramayu,171,6,3,2015,1599188178,Pipa PVC Wavin 3:2476btg; Batu Alam Andesit:3974m2; Cat Eksterior Jotun:4406kg,Keramik Kamar Mandi
515,Rumah_515,Kota Cimahi,219,1,3,2004,1104946553,Bata Ringan JUMA:2977pcs; Saklar + Stop Kontak Panasonic:3352set; Aluminium Kusen:284m; Genteng Metal:4197m2; Kawat Bendrat:3518kg,Cat Eksterior Jotun
516,Rumah_516,Kabupaten Karawang,81,2,2,2002,1985588165,Besi Beton 19mm:3987kg; Kaca:750m2; Batu Split:827m3; Pipa PPR 1/2 inci:1495btg,Pipa PPR 1/2 inci
517,Rumah_517,Kota Bandung,172,1,3,2022,1611774094,Kabel NYM 2x1.5:1103m; Besi Beton 16mm:3077kg; Hollow Galvanis 4x4:1821btg; Cat Dinding Dulux:1633kg; Multipleks 18mm:4130lbr; Besi Beton 19mm:4890kg,Kabel NYY 4x10
518,Rumah_518,Kota Depok,215,1,3,2002,1339633917,Kabel NYM 2x1.5:543m; Granite Tile:1207m2; Semen:4681sak; Atap Baja Ringan:4984m2,Multipleks 18mm
519,Rumah_519,Kabupaten Pangandaran,37,3,2,2008,1050147701,Semen Mortar MU-380:328sak; Multipleks 18mm:495lbr; Genteng Metal:3136m2; Plafon GRC:1564m2,Waterproofing Coating
520,Rumah_520,Kabupaten Sukabumi,154,6,2,2007,1917175302,Pasir:2748m3; Cat Dinding Nobrand:504kg; Besi Beton 16mm:3626kg; Multipleks 18mm:183lbr; Besi WF 150:4855btg; Pintu Kayu Solid:513pcs,Besi Beton 16mm
521,Rumah_521,Kabupaten Majalengka,268,6,1,2008,484680062,Keramik 60x60 Polished:2009m2; Besi WF 150:1147btg; Kawat Bendrat:3953kg,Bata Ringan JUMA
522,Rumah_522,Kabupaten Tasikmalaya,274,2,3,2016,432271563,Pintu Kayu Solid:2002pcs; Kaca:2267m2; Plafon Gypsum:319m2; Pipa PPR 1/2 inci:293btg,Kayu
523,Rumah_523,Kota Cirebon,135,3,1,2014,1229983449,Genteng Beton:240pcs; Semen:1900sak; Bata Ringan Walbric:2554pcs; Cat Dinding Dulux:1327kg,Keramik Asia Tile
524,Rumah_524,Kabupaten Sumedang,244,4,2,2016,1754153662,Triplek Meranti Campur:356lbr; Cat Dinding Nobrand:105kg; Batu Alam Andesit:4369m2,Cat Dinding Nobrand
525,Rumah_525,Kabupaten Purwakarta,114,5,2,2003,1517644751,Batu Alam Andesit:861m2; Granite Tile:639m2; Bata Ringan JUMA:3891pcs; Cat Dinding Nobrand:3527kg; Genteng Beton:4230pcs,Granite Tile
526,Rumah_526,Kabupaten Bandung,290,1,3,1999,545416517,Multipleks 18mm:3645lbr; Besi Beton 19mm:4602kg; Keramik 60x60 Polished:2245m2; Batu Bata Merah:2875pcs,Hollow Galvanis 4x4
527,Rumah_527,Kota Bekasi,167,3,1,2016,215838712,Genteng Beton:4241pcs; Granite Tile:3025m2; Keramik Kamar Mandi:918m2; Besi Beton 13mm:4800kg; Plafon Gypsum:1822m2,Keramik 60x60 Polished
528,Rumah_528,Bandung Barat,209,3,2,2000,103172567,Stop Kran Kuningan:1237pcs; Semen:3106sak; Genteng Beton:4274pcs; Waterproofing Coating:3824kg; Besi WF 150:3708btg,Plafon Gypsum
529,Rumah_529,Kota Bogor,175,4,1,1996,1361457073,Kayu:3616kg; Multipleks 18mm:2205lbr; Pipa PVC Wavin 3:4151btg; Keramik 60x60 Polished:3703m2; Genteng Metal:4685m2,Genteng Metal
530,Rumah_530,Kabupaten Ciamis,52,6,2,2010,1891298606,Pipa PPR 1/2 inci:2826btg; Triplek Meranti Campur:1507lbr; Kayu:55kg,Kabel NYM 2x1.5
531,Rumah_531,Kabupaten Cianjur,117,3,3,2001,496596960,Cat Dinding Nobrand:2435kg; Genteng Metal:4722m2; Semen:334sak,Batu Alam Andesit
532,Rumah_532,Kabupaten Cirebon,303,5,3,2022,1800619411,Besi WF 150:3436btg; Batu Alam Andesit:3194m2; Batu Bata Merah:888pcs; Plafon Gypsum:4304m2,Pintu Kayu Solid
533,Rumah_533,Kabupaten Garut,233,2,1,2022,1178076000,Pipa PVC Wavin 2 1/2:1550btg; Kayu:818kg; Kawat Bendrat:603kg; Plafon Gypsum:1904m2,Besi Beton 13mm
534,Rumah_534,Kabupaten Subang,199,5,1,2015,617075158,Kawat Bendrat:2150kg; Pipa PVC Wavin 3:3051btg; Keramik Kamar Mandi:2630m2; Plafon GRC:3352m2; Aluminium Kusen:1749m,Bata Ringan Walbric
535,Rumah_535,Kabupaten Bandung Barat,130,3,1,1997,688181542,Batu Alam Andesit:2999m2; Bata Ringan Walbric:70pcs; Semen:2355sak; Kaca:2937m2; Keramik Kamar Mandi:1861m2,Atap Baja Ringan
536,Rumah_536,Kabupaten Bekasi,248,6,2,1995,1798480121,Keramik 60x60 Polished:3781m2; Keramik Kamar Mandi:3973m2; Multipleks 18mm:1185lbr,Pipa PVC Wavin 3
537,Rumah_537,Bandung Timur,335,3,1,2019,279244963,Kabel NYY 4x10:3844m; Pipa PPR 1/2 inci:2600btg; Plafon Gypsum:4446m2; Besi Beton 16mm:2667kg; Hollow Galvanis 4x4:4686btg,Cat Dinding Dulux
538,Rumah_538,Kabupaten Bogor,51,2,2,2023,701332720,Kayu:298kg; Multipleks 18mm:3295lbr; Waterproofing Coating:1829kg; Kaca:1281m2; Besi Beton 16mm:3821kg,Semen
539,Rumah_539,Kota Banjar,244,5,3,2009,238997379,Keramik 60x60 Polished:3402m2; Saklar + Stop Kontak Panasonic:861set; Pipa PPR 1/2 inci:4169btg,Besi WF 150
540,Rumah_540,Kota Sukabumi,266,6,3,2006,399156711,Keramik Kamar Mandi:642m2; Kabel NYY 4x10:1118m; Kawat Bendrat:654kg,Batu Split
541,Rumah_541,Kabupaten Kuningan,184,2,1,2006,1089980279,Pintu Kayu Solid:61pcs; Keramik Kamar Mandi:4452m2; Granite Tile:1517m2; Cat Dinding Dulux:1905kg; Besi Beton 13mm:1975kg,Plafon GRC
542,Rumah_542,Kota Tasikmalaya,59,6,2,2023,555070949,Cat Dinding Dulux:3925kg; Keramik 60x60 Polished:2490m2; Pipa PVC Wavin 3:712btg; Atap Baja Ringan:1370m2; Kaca:4566m2,Genteng Beton
543,Rumah_543,Kabupaten Indramayu,96,4,2,2006,1211898085,Plafon GRC:4088m2; Waterproofing Coating:3520kg; Besi Beton 19mm:4006kg,Stop Kran Kuningan
544,Rumah_544,Kota Cimahi,208,4,2,2022,319697981,Aluminium Kusen:3827m; Keramik Asia Tile:2066m2; Besi Beton 13mm:4437kg; Atap Baja Ringan:1991m2,Saklar + Stop Kontak Panasonic
545,Rumah_545,Kabupaten Karawang,137,3,1,2023,1743337173,Batu Split:99m3; Semen:3748sak; Pipa PVC Wavin 3:3308btg; Kaca:2828m2,Aluminium Kusen
546,Rumah_546,Kota Bandung,93,5,2,2006,1378197296,Genteng Beton:1912pcs; Keramik Kamar Mandi:4026m2; Saklar + Stop Kontak Panasonic:2175set; Kaca:1802m2,Kawat Bendrat
547,Rumah_547,Kota Depok,112,5,2,2008,1780936708,Keramik Kamar Mandi:1692m2; Genteng Metal:75m2; Semen:3560sak,Besi Beton 19mm
548,Rumah_548,Kabupaten Pangandaran,161,6,2,1999,848944192,Kawat Bendrat:4547kg; Keramik Asia Tile:4952m2; Plafon Gypsum:929m2; Kabel NYM 2x1.5:1820m,Batu Bata Merah
549,Rumah_549,Kabupaten Sukabumi,329,2,3,1996,1571087935,Kayu:1412kg; Batu Alam Andesit:3853m2; Besi Beton 16mm:4716kg; Multipleks 18mm:345lbr,Pipa PVC Wavin 2 1/2
550,Rumah_550,Kabupaten Majalengka,231,6,2,2021,195674579,Bata Ringan Walbric:2816pcs; Besi WF 150:1756btg; Keramik 60x60 Polished:3614m2,Kaca
551,Rumah_551,Kabupaten Tasikmalaya,215,2,3,2001,764496648,Saklar + Stop Kontak Panasonic:1080set; Plafon Gypsum:3160m2; Kayu:4789kg; Bata Ringan JUMA:219pcs,Pasir
552,Rumah_552,Kota Cirebon,128,4,3,2000,1839221408,Plafon Gypsum:860m2; Besi Beton 13mm:1541kg; Granite Tile:2054m2; Aluminium Kusen:3246m,Triplek Meranti Campur
553,Rumah_553,Kabupaten Sumedang,67,3,2,2024,1842305828,Multipleks 18mm:4156lbr; Batu Bata Merah:2342pcs; Cat Dinding Dulux:184kg; Kawat Bendrat:2765kg; Keramik Kamar Mandi:310m2,Semen Mortar MU-380
554,Rumah_554,Kabupaten Purwakarta,106,5,1,2006,544801206,Bata Ringan JUMA:2468pcs; Batu Bata Merah:2243pcs; Waterproofing Coating:575kg; Pipa PVC Wavin 2 1/2:1141btg; Aluminium Kusen:1785m; Cat Eksterior Jotun:2673kg,Keramik Kamar Mandi
555,Rumah_555,Kabupaten Bandung,309,5,2,2016,1414469459,Besi Beton 19mm:1165kg; Multipleks 18mm:4685lbr; Pipa PVC Wavin 3:606btg; Batu Bata Merah:1889pcs; Pipa PVC Wavin 2 1/2:1087btg,Cat Eksterior Jotun
556,Rumah_556,Kota Bekasi,221,1,1,2023,1146008899,Kawat Bendrat:4903kg; Multipleks 18mm:1787lbr; Granite Tile:2794m2; Genteng Metal:3477m2; Keramik 60x60 Polished:3881m2,Pipa PPR 1/2 inci
557,Rumah_557,Bandung Barat,114,5,1,1999,1462378695,Waterproofing Coating:3983kg; Keramik Kamar Mandi:3145m2; Kayu:3909kg,Kabel NYY 4x10
558,Rumah_558,Kota Bogor,180,5,1,2007,165975366,Besi Beton 13mm:3126kg; Batu Split:2240m3; Pintu Kayu Solid:2108pcs; Kayu:1768kg,Multipleks 18mm
559,Rumah_559,Kabupaten Ciamis,284,1,2,2002,1916511206,Batu Split:3593m3; Keramik 60x60 Polished:4789m2; Kaca:3303m2; Waterproofing Coating:2145kg; Besi Beton 13mm:4063kg; Keramik Kamar Mandi:3171m2,Waterproofing Coating
560,Rumah_560,Kabupaten Cianjur,113,6,1,2005,1465368939,Pipa PVC Wavin 3:2958btg; Cat Dinding Dulux:4261kg; Besi Beton 16mm:1988kg; Genteng Beton:2430pcs; Waterproofing Coating:2927kg; Semen Mortar MU-380:4836sak,Besi Beton 16mm
561,Rumah_561,Kabupaten Cirebon,224,6,2,2013,1086707619,Plafon Gypsum:2535m2; Bata Ringan Walbric:4878pcs; Keramik Kamar Mandi:3523m2; Genteng Metal:3518m2,Bata Ringan JUMA
562,Rumah_562,Kabupaten Garut,50,5,3,2006,437870000,Besi WF 150:4625btg; Plafon Gypsum:1258m2; Cat Dinding Nobrand:1165kg; Pintu Kayu Solid:1850pcs; Besi Beton 16mm:1405kg,Kayu
563,Rumah_563,Kabupaten Subang,109,3,1,2002,971583155,Kawat Bendrat:3406kg; Keramik Kamar Mandi:4108m2; Hollow Galvanis 4x4:4792btg; Batu Split:1872m3; Besi Beton 13mm:3601kg,Keramik Asia Tile
564,Rumah_564,Kabupaten Bandung Barat,74,6,1,2005,1183960844,Atap Baja Ringan:1169m2; Waterproofing Coating:1360kg; Pipa PVC Wavin 2 1/2:110btg,Cat Dinding Nobrand
565,Rumah_565,Kabupaten Bekasi,241,1,2,2017,469217891,Multipleks 18mm:1840lbr; Stop Kran Kuningan:3626pcs; Plafon Gypsum:1371m2; Granite Tile:3825m2; Besi WF 150:4808btg,Granite Tile
566,Rumah_566,Bandung Timur,33,3,2,2020,1159741067,Pintu Kayu Solid:2121pcs; Besi Beton 13mm:4989kg; Multipleks 18mm:4904lbr,Hollow Galvanis 4x4
567,Rumah_567,Kabupaten Bogor,91,4,1,2009,817115205,Keramik Asia Tile:66m2; Atap Baja Ringan:245m2; Saklar + Stop Kontak Panasonic:1516set,Keramik 60x60 Polished
568,Rumah_568,Kota Banjar,304,3,2,2002,1628470113,Stop Kran Kuningan:3244pcs; Saklar + Stop Kontak Panasonic:3520set; Kabel NYY 4x10:935m; Besi Beton 19mm:869kg; Keramik Asia Tile:3954m2; Kabel NYM 2x1.5:2735m,Plafon Gypsum
569,Rumah_569,Kota Sukabumi,98,1,1,2023,1826613934,Plafon Gypsum:4790m2; Cat Dinding Dulux:2405kg; Semen Mortar MU-380:306sak; Cat Eksterior Jotun:882kg; Besi Beton 19mm:1578kg; Waterproofing Coating:3809kg,Genteng Metal
570,Rumah_570,Kabupaten Kuningan,279,3,2,1997,1220850945,Bata Ringan Walbric:2920pcs; Multipleks 18mm:51lbr; Semen:4156sak,Kabel NYM 2x1.5
